Sim	LOG10_THETA	H_1	S_1	prS_1	D_1	FS_1	Pi_1
12908	-3.24588	0.894737	26	26	-0.477897	-0.82689	6.42632
12909	-2.5604	0.968421	121	121	-1.25621	0.251581	23.7158
12910	-3.793	0.515789	7	7	-1.67415	-2.36051	0.968421
12911	-2.97531	0.978947	115	115	-0.11027	0.23869	31.5474
12912	-1.62886	1	1056	1056	0.242866	0.215336	314.911
12913	-2.91657	0.968421	75	75	-1.23269	-2.22648	14.7526
12914	-2.87279	0.989474	91	91	-0.262066	-2.65543	24.0105
12915	-1.263	1	3175	3175	-0.646038	1.26401	757.116
12916	-2.1781	0.994737	421	421	-0.0388502	0.259402	117.563
12917	-1.68838	0.994737	1565	1565	0.958966	3.05818	542.037
12918	-1.20578	1	3207	3207	-1.00675	1.1546	687.021
12919	-2.22237	0.989474	326	326	-0.128734	0.925134	89.0526
12920	-1.56786	1	2422	2422	0.757672	1.33388	806.016
12921	-1.19768	1	4680	4680	-0.455937	1.74676	1175.81
12922	-3.95379	0.742105	7	7	-1.18301	-3.98394	1.26316
12923	-3.38232	0.915789	27	27	0.401074	0.857082	8.39474
12924	-3.61642	0.831579	19	19	1.32479	3.13008	7.23158
12925	-2.37692	0.989474	377	377	-0.313651	1.15159	98.2789
12926	-3.05234	0.936842	35	35	-0.50111	-2.37457	8.61579
12927	-2.14435	0.994737	478	478	0.201204	0.607116	141.221
12928	-1.08073	1	3983	3983	0.514989	1.82144	1260.49
12929	-2.37021	0.989474	490	490	-1.09505	1.23534	101.926
12930	-2.28554	1	348	348	-0.694152	-2.03545	81.7684
12931	-2.92269	0.984211	42	42	-0.993025	-6.10446	8.89474
12932	-1.42504	0.994737	3827	3827	-1.07906	3.78596	801.279
12933	-1.96149	0.989474	581	581	-0.101958	2.28438	159.774
12934	-2.31294	0.994737	479	479	-1.2367	-0.16009	95.0579
12935	-2.51553	0.989474	194	194	-0.767788	-0.74003	44.5684
12936	-1.61024	0.994737	1627	1627	0.390227	2.91422	501.289
12937	-1.92548	0.994737	1023	1023	-0.134796	1.84869	279.074
12938	-2.16249	0.989474	534	534	-0.686567	1.72168	125.8
12939	-1.86453	0.994737	876	876	1.05364	2.03302	309.047
12940	-1.84597	0.994737	820	820	0.583335	1.7439	263.337
12941	-3.63535	0.768421	23	23	2.66987	6.94466	10.9842
12942	-3.67167	0.794737	8	8	1.0821	0.8826	2.97895
12943	-1.57775	1	1428	1428	-0.403868	0.399345	363.726
12944	-1.94289	0.994737	839	839	1.11868	1.97734	299.674
12945	-3.30212	0.942105	51	51	1.83532	1.55208	20.9263
12946	-1.53551	0.994737	2652	2652	1.61451	4.26985	1035.25
12947	-2.4219	0.984211	407	407	-0.328902	2.61678	105.684
12948	-3.1808	0.957895	59	59	0.197665	-0.710549	17.4421
12949	-2.94613	0.978947	110	110	-1.21863	-1.8347	21.8263
12950	-1.52115	0.994737	2421	2421	0.178425	3.56316	711.437
12951	-3.45239	0.810526	25	25	0.546696	2.50183	8.04211
12952	-1.5319	1	2040	2040	0.161797	0.994499	597.2
12953	-3.01758	0.905263	39	39	-0.79374	-0.557104	8.8
12954	-3.33252	0.894737	37	37	-0.972309	-0.145755	7.87368
12955	-1.39544	1	2167	2167	-0.908205	0.734833	478.532
12956	-2.18938	0.984211	340	340	-0.300024	0.92228	88.9421
12957	-3.95692	0.821053	9	9	-0.356717	-1.75431	2.27368
12958	-2.03297	1	804	804	-0.780685	-0.535064	184.363
12959	-1.59017	1	1632	1632	-0.838926	0.41386	367.958
12960	-1.73059	1	1305	1305	0.955739	0.665743	451.726
12961	-3.41114	0.9	11	11	-0.741148	-3.62325	2.45263
12962	-2.51336	0.989474	120	120	-0.42317	-1.84715	30.3526
12963	-3.47657	0.794737	13	13	-0.975431	0.564317	2.67895
12964	-3.65063	0.694737	9	9	-1.99058	-4.72053	1.06842
12965	-3.1225	0.931579	64	64	-0.177143	0.886838	17.2526
12966	-1.63859	1	941	941	-0.927916	-0.36556	206.474
12967	-3.26023	0.942105	39	39	-0.719444	0.3	9.00526
12968	-2.59491	0.984211	331	331	-0.69653	1.75332	77.7158
12969	-3.65682	0.921053	14	14	-0.457835	-3.23427	3.45263
12970	-1.66156	1	1401	1401	-1.00054	0.154746	300.632
12971	-2.57586	0.994737	181	181	0.188486	-1.46835	53.3368
12972	-1.04641	1	5909	5909	0.669473	2.27284	1931.28
12973	-3.43737	0.968421	60	60	-1.82113	-3.08968	9.31053
12974	-1.67449	1	1662	1662	1.14532	0.993045	596.447
12975	-3.16233	0.936842	32	32	-1.20736	-1.77149	6.25263
12976	-1.36451	1	3564	3564	1.64753	1.93282	1399.08
12977	-3.69122	0.778947	8	8	-0.263071	-1.08566	2.07895
12978	-2.77261	0.978947	152	152	0.38362	1.38726	46.8158
12979	-1.70052	0.994737	1388	1388	0.087528	2.49839	399.405
12980	-3.99771	0.578947	5	5	-1.02586	-2.46378	0.936842
12981	-3.78178	0.726316	8	8	-0.0349416	0.99937	2.23158
12982	-2.78827	0.968421	81	81	0.932062	0.765901	28.0368
12983	-3.33884	0.910526	35	35	1.95133	1.17476	14.7316
12984	-1.54681	0.994737	3733	3733	2.60282	5.22596	1705
12985	-3.99966	0.821053	5	5	-0.225979	-1.46948	1.30526
12986	-3.06035	0.947368	26	26	-0.419357	-1.60425	6.53684
12987	-3.62381	0.836842	30	30	0.366783	3.11256	9.24737
12988	-1.58183	1	2997	2997	1.10185	1.64148	1066.65
12989	-3.808	0.731579	9	9	0.235468	0.598903	2.71053
12990	-1.33171	1	3611	3611	-0.423969	1.47406	914.974
12991	-3.94897	0.857895	12	12	0.124768	-1.22062	3.5
12992	-3.33515	0.873684	37	37	1.65299	4.24246	14.7737
12993	-2.94211	0.973684	91	91	-0.623796	-0.876378	21.7474
12994	-3.62643	0.763158	16	16	-0.199021	2.08175	4.26842
12995	-1.59243	1	1462	1462	-0.645293	0.345922	348.653
12996	-2.49532	0.984211	111	111	-1.39385	-2.02166	20.6947
12997	-1.23498	1	3480	3480	-0.484562	1.4155	867.611
12998	-2.78257	0.973684	61	61	0.307912	-1.40576	18.5
12999	-3.53295	0.836842	18	18	0.0351476	1.73766	5.12105
13000	-1.77395	0.994737	1453	1453	-1.29492	1.87412	283.032
13001	-2.22829	0.984211	296	296	0.460974	1.01644	92.6632
13002	-2.98586	0.936842	52	52	-0.170593	1.86742	14.0368
13003	-2.58234	0.973684	175	175	-0.71407	0.985224	40.8316
13004	-1.27813	1	3432	3432	0.112766	1.56407	993.379
13005	-3.85514	0.857895	14	14	1.15823	0.0648955	5.19474
13006	-2.41126	1	201	201	-0.985484	-3.83221	43.2105
13007	-1.00819	1	5012	5012	-0.00801637	1.94112	1410.03
13008	-2.48012	0.984211	222	222	0.279265	1.34357	66.7789
13009	-2.8629	0.926316	99	99	-0.453176	3.22709	24.8263
13010	-1.76996	0.994737	1086	1086	-0.221425	1.91762	289.932
13011	-3.49968	0.8	21	21	2.04727	4.25029	9.09474
13012	-1.82718	0.989474	889	889	-0.507552	3.06456	220.211
13013	-2.76839	0.963158	116	116	1.04633	1.98321	41
13014	-3.28673	0.926316	57	57	0.403229	2.80674	17.6684
13015	-1.61694	0.994737	864	864	-0.621936	1.31203	207.363
13016	-3.51973	0.921053	35	35	-0.918996	0.508395	7.57368
13017	-3.86097	0.505263	8	8	-0.475467	0.600121	1.93684
13018	-1.02761	1	3761	3761	-0.524012	1.48923	927.705
13019	-3.04181	0.968421	36	36	-0.883671	-2.75213	7.88421
13020	-1.66693	1	931	931	-0.599055	-0.242027	224.884
13021	-3.67781	0.805263	12	12	0.0800832	-0.407246	3.45789
13022	-2.93775	0.968421	109	109	0.501601	1.41409	34.4684
13023	-1.06261	1	3406	3406	-1.3328	1.10046	655.047
13024	-1.2285	1	6331	6331	-0.0883731	2.16763	1746.94
13025	-2.89649	0.9	59	59	-0.73016	1.75567	13.6316
13026	-2.01654	0.994737	705	705	0.62841	1.48812	228.558
13027	-1.23018	1	3566	3566	1.08998	1.82636	1266.29
13028	-1.11978	1	3866	3866	-1.23381	1.28181	769.253
13029	-2.09741	0.994737	601	601	-0.473625	0.722174	150.221
13030	-1.69584	1	954	954	-0.609056	-0.211292	229.8
13031	-3.27269	0.873684	26	26	-0.68418	1.4008	6.03684
13032	-3.87724	0.7	4	4	0.848379	0.906971	1.45789
13033	-1.55409	0.994737	1351	1351	-0.761733	2.04787	311.595
13034	-3.05506	0.984211	86	86	0.90606	-0.864266	29.6053
13035	-1.37282	0.989474	2783	2783	-0.267736	6.26662	734.374
13036	-2.4976	0.963158	160	160	-0.726311	0.714186	37.1895
13037	-3.22691	0.947368	31	31	-0.617985	-2.05047	7.36316
13038	-2.01904	1	686	686	-1.27008	-1.04622	134.674
13039	-3.46951	0.936842	27	27	-1.04163	-2.22139	5.57368
13040	-1.24038	1	4022	4022	-0.121704	1.67561	1100.79
13041	-1.00455	1	5952	5952	0.291419	2.19568	1794.19
13042	-2.20452	0.994737	386	386	0.315337	0.250491	117.021
13043	-3.99464	0.7	12	12	-0.768937	-1.23841	2.65789
13044	-3.38659	0.921053	26	26	-0.254888	-0.611749	6.84737
13045	-3.54572	0.847368	22	22	0.197664	1.67974	6.52105
13046	-3.90109	0.847368	12	12	-0.824794	-1.30325	2.60526
13047	-2.52691	0.984211	367	367	1.38284	1.93329	137.726
13048	-2.71842	0.978947	209	209	1.53063	3.11157	80.6158
13049	-3.27613	0.968421	45	45	-0.407246	-2.22858	11.3947
13050	-1.53782	0.994737	2194	2194	-0.648698	2.99142	522.763
13051	-3.32613	0.852632	30	30	0.359464	3.10474	9.23158
13052	-3.63445	0.915789	33	33	0.726551	1.84127	11.0158
13053	-1.67605	1	2029	2029	0.218325	1.00313	601.689
13054	-3.42807	0.689474	30	30	0.335068	4.29911	9.17895
13055	-2.51198	0.973684	248	248	0.44811	2.97476	77.4316
13056	-3.57786	0.752632	37	37	-0.870181	3.68756	8.14211
13057	-3.34033	0.957895	28	28	-1.24518	-4.65377	5.37368
13058	-3.7251	0.694737	8	8	0.122389	1.13429	2.33684
13059	-3.8515	0.673684	8	8	-1.18345	-1.14335	1.46316
13060	-1.9207	0.994737	767	767	-0.766924	1.01975	176.584
13061	-1.63209	1	1683	1683	1.95971	1.16951	696.132
13062	-1.91352	0.984211	670	670	0.239984	4.58543	199.684
13063	-1.35836	0.994737	2071	2071	-0.65772	2.88056	492.195
13064	-3.35363	0.921053	17	17	0.39262	-1.50796	5.29474
13065	-3.41331	0.931579	30	30	1.09624	0.131301	10.8211
13066	-3.43902	0.884211	25	25	-0.199116	-0.693163	6.68421
13067	-1.80858	0.994737	1311	1311	0.390919	2.51924	404
13068	-1.22607	1	4821	4821	-0.648572	1.72177	1148.85
13069	-2.06035	0.994737	443	443	-0.836143	-0.0605456	99.8737
13070	-2.26565	0.989474	672	672	0.121832	2.76429	194.932
13071	-2.28983	0.989474	233	233	-1.5472	-0.94713	41.2421
13072	-3.30115	0.852632	23	23	-0.511261	-0.474992	5.62105
13073	-3.48729	0.821053	20	20	0.528211	0.760444	6.42105
13074	-3.67696	0.894737	12	12	-0.467311	-0.913514	2.94211
13075	-1.62409	1	1936	1936	-0.414329	0.767327	491.779
13076	-2.33611	0.989474	172	172	0.352573	-0.317215	52.6053
13077	-3.43509	0.842105	11	11	-0.313704	-1.04111	2.82632
13078	-2.75649	0.978947	93	93	-0.570421	-0.76009	22.5684
13079	-1.09936	1	3996	3996	0.18457	1.74684	1175.9
13080	-2.86648	0.863158	92	92	1.41318	10.0469	34.8684
13081	-3.5555	0.826316	23	23	0.453381	2.08099	7.24737
13082	-1.97377	0.994737	857	857	1.83731	2.24567	347.558
13083	-1.68862	1	1387	1387	-0.659331	0.273633	329.453
13084	-2.57442	0.984211	86	86	0.243794	-1.2978	25.6842
13085	-2.08915	0.994737	509	509	-1.50172	-0.228359	91.9263
13086	-3.00525	0.984211	104	104	-1.12559	-1.9214	21.2895
13087	-2.27071	0.989474	132	132	-0.916701	-2.00085	28.9474
13088	-2.52826	0.984211	81	81	-0.957456	-2.65777	17.4842
13089	-1.77158	1	833	833	0.391035	-0.0569547	256.726
13090	-1.42081	1	2233	2233	-1.16729	0.672387	454.226
13091	-1.49029	0.994737	2806	2806	1.20054	4.23664	1017.29
13092	-2.26788	0.994737	452	452	-1.02236	-0.135356	96.2263
13093	-1.84768	1	933	933	-1.34937	-0.586869	178.253
13094	-3.2563	0.894737	29	29	0.0853632	0.0500117	8.35263
13095	-1.57331	1	1112	1112	-0.517041	0.0351735	274.758
13096	-1.55457	1	3001	3001	-1.70221	0.793222	502.642
13097	-3.53892	0.905263	17	17	-0.0100202	-1.01819	4.77895
13098	-3.30718	0.910526	39	39	0.143537	1.97088	11.3895
13099	-3.22109	0.894737	18	18	-0.620509	-1.4357	4.23684
13100	-2.1531	1	328	328	-0.352314	-1.95777	84.6421
13101	-2.92285	0.973684	74	74	-0.130777	-0.245851	20.1895
13102	-2.9288	0.968421	85	85	-0.0882911	0.215948	23.4421
13103	-1.63847	0.989474	662	662	-1.70373	1.42375	110.616
13104	-1.8739	1	1103	1103	-0.255286	0.116155	291.958
13105	-3.28696	0.973684	29	29	-1.12338	-7.22247	5.82632
13106	-3.83975	0.736842	4	4	-0.327314	-1.11459	1
13107	-1.79922	1	783	783	-0.466973	-0.441978	196.084
13108	-1.99249	0.984211	611	611	-1.06013	1.77248	128.574
13109	-3.26108	0.915789	25	25	0.335671	1.37198	7.65789
13110	-1.89238	0.994737	910	910	1.29099	2.18207	335.574
13111	-3.86498	0.536842	5	5	0.151107	0.944169	1.47895
13112	-2.50588	0.994737	134	134	-0.723147	-3.11437	31.1579
13113	-2.10783	0.989474	430	430	-0.0802986	1.59019	118.874
13114	-2.5731	0.984211	105	105	-0.939241	-2.84549	22.8368
13115	-3.15346	0.963158	42	42	-1.47416	-1.99442	7.46842
13116	-1.61642	1	1907	1907	1.46635	1.21612	725.5
13117	-2.49192	0.994737	310	310	1.26113	0.196767	113.816
13118	-2.42256	0.989474	243	243	1.50575	1.03178	93.2842
13119	-1.18188	1	4536	4536	-0.00956038	1.83424	1275.65
13120	-3.87375	0.747368	6	6	0.353749	-0.443399	1.87895
13121	-2.37794	0.989474	201	201	0.0445175	-0.109106	57.2632
13122	-3.71665	0.826316	7	7	-0.113021	-0.404653	1.90526
13123	-2.27502	1	444	444	-0.678719	-1.51013	104.816
13124	-3.8955	0.810526	19	19	0.923395	2.77086	6.66316
13125	-1.12715	1	3757	3757	0.627844	1.78418	1217.46
13126	-3.21483	0.957895	74	74	0.192341	0.832419	21.8421
13127	-1.35576	1	4499	4499	1.28034	2.11078	1655.09
13128	-1.38055	0.994737	1974	1974	-0.646854	2.79812	470.579
13129	-1.40616	1	1302	1302	-0.947207	0.079681	284.047
13130	-1.93922	0.989474	881	881	0.699793	3.75848	289.826
13131	-1.17312	0.994737	3028	3028	-0.752328	3.53404	700.432
13132	-2.6951	0.957895	166	166	0.61977	2.93933	53.7895
13133	-3.73953	0.894737	16	16	-1.86029	-5.39543	2.25263
13134	-3.77369	0.773684	10	10	-0.839392	-1.95804	2.14211
13135	-3.45146	0.894737	21	21	1.34487	1.53327	8.00526
13136	-2.25863	0.978947	332	332	-0.611312	1.82793	79.8632
13137	-3.61165	0.778947	16	16	1.08922	2.2263	5.83158
13138	-1.68586	0.994737	1285	1285	0.569777	2.55254	411.447
13139	-2.70944	0.978947	130	130	0.0170903	0.683335	36.7947
13140	-3.71163	0.815789	17	17	-0.392117	-0.55167	4.28947
13141	-3.70102	0.684211	12	12	0.381709	1.61636	3.74211
13142	-1.9697	0.994737	688	688	-0.914118	0.738668	151.563
13143	-2.00013	0.989474	552	552	-1.47231	1.20992	100.805
13144	-1.50764	1	1155	1155	-0.755763	-0.00431589	266.837
13145	-3.56381	0.910526	17	17	-0.6715	-1.70388	3.93158
13146	-2.22626	0.994737	305	305	-0.331801	-0.542966	79.1263
13147	-2.08994	1	583	583	0.968742	-0.394931	202.395
13148	-2.43492	0.994737	385	385	-0.931391	-0.408014	84.3053
13149	-3.90586	0.873684	10	10	1.3676	0.833313	3.92105
13150	-3.98676	0.557895	14	14	0.909228	3.90498	4.92632
13151	-3.77994	0.768421	10	10	0.316343	0.082379	3.07368
13152	-3.73511	0.831579	13	13	1.04089	1.44588	4.71579
13153	-3.49898	0.942105	14	14	-0.755659	-3.68612	3.13158
13154	-3.34245	0.931579	43	43	-0.232413	-0.474842	11.4158
13155	-2.97971	0.947368	52	52	-0.468733	-0.0578	12.9526
13156	-3.21248	0.931579	33	33	-0.569597	-1.74889	7.95789
13157	-1.06165	0.994737	2404	2404	-1.1261	2.89352	495.679
13158	-2.41225	0.989474	224	224	-0.506424	-0.187596	55.4474
13159	-3.24255	0.942105	34	34	0.761599	-0.470234	11.4316
13160	-2.15849	1	252	252	0.0092766	-2.36409	71.1895
13161	-1.41638	1	1793	1793	1.11834	1.0743	640.195
13162	-1.13985	1	4340	4340	0.453004	1.89903	1355.39
13163	-3.72318	0.921053	14	14	0.0255193	-1.6652	3.97368
13164	-1.07923	1	2516	2516	-0.608294	1.01198	606.332
13165	-3.1934	0.963158	32	32	-0.757271	-3.10729	7.28421
13166	-1.21037	1	3326	3326	-0.0951895	1.47556	916.226
13167	-3.54633	0.878947	30	30	-1.11896	0.557602	6.04211
13168	-3.17524	0.9	50	50	1.14701	4.0587	18.1105
13169	-2.88599	0.942105	84	84	-0.312569	0.00207929	21.8684
13170	-2.10269	1	643	643	-0.640862	-0.825293	153.479
13171	-2.04137	0.994737	495	495	0.604471	0.835382	159.705
13172	-1.74001	0.994737	907	907	-0.936159	1.23285	198.505
13173	-1.68394	1	1009	1009	-0.55225	-0.110676	246.911
13174	-3.91543	0.715789	9	9	1.3913	2.53598	3.56316
13175	-1.64745	1	2000	2000	1.20055	1.21556	725.137
13176	-2.48437	0.984211	189	189	-1.38653	-0.346795	35.4737
13177	-2.83087	0.963158	68	68	-0.247716	0.211679	18
13178	-2.51183	0.978947	213	213	1.25367	3.00609	78.1526
13179	-2.82313	0.973684	146	146	0.629425	2.48405	47.4158
13180	-3.56418	0.868421	17	17	0.528202	1.05798	5.46842
13181	-2.3812	0.989474	284	284	1.56946	1.41528	110.211
13182	-3.73813	0.626316	8	8	-0.67213	1.4873	1.80526
13183	-3.05525	0.947368	92	92	-1.05709	0.425689	19.2474
13184	-1.76764	1	522	522	-1.10009	-1.44413	108.416
13185	-3.15497	0.921053	30	30	-1.06528	-1.82976	6.15789
13186	-1.20241	1	3509	3509	1.14064	1.81932	1257.99
13187	-1.67702	1	1535	1535	0.891843	0.843908	524.721
13188	-3.69156	0.868421	16	16	0.481969	0.821043	5.09474
13189	-3.91855	0.7	6	6	0.0562195	0.281265	1.72105
13190	-3.21744	0.852632	29	29	0.324593	2.91572	8.85263
13191	-2.06604	0.994737	866	866	-0.4264	1.41288	219.242
13192	-2.30804	0.978947	206	206	0.226513	2.20836	61.2316
13193	-3.03747	0.905263	30	30	0.864469	1.59446	10.3211
13194	-2.13048	0.984211	565	565	0.47309	4.198	177.274
13195	-1.55975	1	1112	1112	-0.837351	-0.0890933	250.795
13196	-1.42572	0.989474	1617	1617	-1.09682	4.14596	336.537
13197	-2.97583	0.984211	71	71	-1.06848	-3.3743	14.7632
13198	-1.67988	1	1595	1595	0.765472	0.85936	531.674
13199	-2.50615	0.994737	253	253	1.42937	-0.144225	95.8053
13200	-2.69633	0.984211	142	142	-0.0477538	-0.0475121	39.5632
13201	-3.55829	0.894737	18	18	-0.874185	-1.7382	3.89474
13202	-2.14324	0.994737	376	376	-0.405767	-0.146895	95.6789
13203	-1.4797	1	3242	3242	0.199817	1.5237	957.347
13204	-1.7256	1	817	817	-0.924284	-0.576549	179.447
13205	-1.53062	1	1095	1095	-0.295694	0.0928094	286.863
13206	-1.78084	1	805	805	-1.11538	-0.694225	166.453
13207	-3.56035	0.947368	27	27	-0.419867	-2.37947	6.78947
13208	-1.8799	0.994737	705	705	1.16365	1.67855	253.974
13209	-3.23583	0.915789	42	42	0.247991	-0.96138	12.5737
13210	-1.41754	0.994737	2926	2926	-1.58697	2.95574	512.732
13211	-2.52315	0.973684	150	150	0.777583	1.5976	50.2263
13212	-3.97744	0.836842	8	8	-0.546266	-2.4015	1.88947
13213	-3.37713	0.8	37	37	0.0990378	2.68478	10.6895
13214	-1.73863	1	1999	1999	-2.21651	-0.0104826	265.626
13215	-3.13305	0.952632	40	40	-1.04744	-2.52555	8.31053
13216	-1.65715	0.994737	1349	1349	1.00888	2.80277	471.774
13217	-1.04114	0.994737	4012	4012	-0.160738	4.36351	1087.54
13218	-1.03103	1	5951	5951	-0.215598	2.06926	1591.23
13219	-1.39877	1	1479	1479	-1.09123	0.187966	308.358
13220	-1.00788	0.994737	9840	9840	0.594073	6.43147	3166.19
13221	-3.76288	0.752632	11	11	-0.78329	-0.635004	2.41579
13222	-2.03138	0.989474	857	857	-0.941486	2.66629	187.247
13223	-1.62279	1	1296	1296	0.5423	0.555634	412.574
13224	-1.23479	1	3293	3293	-0.432471	1.3698	832.511
13225	-3.79015	0.857895	9	9	0.435242	-0.135322	2.85789
13226	-2.42086	0.994737	599	599	1.38862	1.45891	224.895
13227	-2.99422	0.926316	62	62	-1.82189	-1.05586	9.62632
13228	-2.64404	0.968421	246	246	0.961177	3.30835	85.3579
13229	-3.30254	0.947368	42	42	-0.858093	-2.06767	9.29474
13230	-3.80456	0.836842	12	12	-1.22696	-1.82579	2.22632
13231	-2.12647	0.994737	422	422	-0.242494	0.166246	112.042
13232	-1.93521	0.994737	898	898	1.2103	2.13117	326.274
13233	-3.75023	0.889474	14	14	-0.369952	-0.327731	3.54737
13234	-3.34284	0.836842	32	32	0.248543	1.32492	9.58947
13235	-3.79546	0.715789	9	9	-0.392391	0.0581981	2.24737
13236	-1.93418	1	1320	1320	0.729557	0.625249	436.837
13237	-1.78071	1	828	828	-0.13197	-0.234775	226.032
13238	-2.47489	0.994737	200	200	-1.58639	-2.72271	34.8368
13239	-1.64617	1	2806	2806	2.07961	1.75336	1183.05
13240	-2.20974	1	736	736	0.360959	-0.239094	225.347
13241	-2.55619	0.978947	241	241	0.558634	1.72993	77.0526
13242	-2.03688	1	486	486	-1.15794	-1.62381	99.0316
13243	-1.03984	1	6475	6475	-0.33994	2.1248	1677.26
13244	-2.04025	1	638	638	-0.56484	-0.803311	155.553
13245	-3.95409	0.626316	9	9	1.14872	3.6812	3.38421
13246	-2.34899	0.994737	320	320	-1.10175	-0.935127	66.3632
13247	-2.09434	0.994737	377	377	-1.15208	-0.603841	76.9316
13248	-3.93432	0.431579	4	4	-1.43544	-1.27783	0.568421
13249	-3.77892	0.884211	10	10	0.440405	0.178781	3.17368
13250	-3.1891	0.868421	40	40	0.617056	3.59596	13.0211
13251	-1.13917	1	3216	3216	0.423528	1.56915	998.011
13252	-1.91231	1	1247	1247	1.45424	0.722135	473.468
13253	-2.26496	0.973684	186	186	-0.856058	1.04033	41.6105
13254	-3.62784	0.884211	16	16	-0.849649	-0.388349	3.47895
13255	-1.49018	1	1824	1824	0.640075	0.985608	592.616
13256	-3.54258	0.878947	18	18	0.261505	-0.591678	5.42632
13257	-2.48482	0.994737	205	205	-0.491749	-1.58844	50.9421
13258	-2.43888	0.989474	279	279	0.453285	0.876812	87.2
13259	-2.74146	0.984211	132	132	-0.194107	-0.348033	35.4579
13260	-3.7278	0.363158	3	3	-1.19135	-1.71291	0.468421
13261	-1.44228	1	1931	1931	0.786039	1.08517	646.321
13262	-3.70726	0.515789	6	6	-0.439662	-1.15355	1.45789
13263	-3.9554	0.763158	10	10	-1.08752	-0.351271	1.94211
13264	-3.20147	0.915789	107	107	2.28918	8.34795	46.9421
13265	-3.33143	0.926316	32	32	0.861677	0.184071	10.9947
13266	-2.2306	0.994737	359	359	0.00926086	-0.0299491	101.416
13267	-2.95725	0.968421	82	82	-0.102925	0.0941656	22.5316
13268	-3.25172	0.963158	59	59	0.507794	0.336194	18.7158
13269	-1.81489	0.994737	1141	1141	-0.375369	1.93541	292.8
13270	-1.90629	1	767	767	0.666678	-0.0900202	250.626
13271	-3.07988	0.926316	95	95	0.579342	3.00991	30.5579
13272	-1.65121	1	1171	1171	-1.17399	-0.164315	237.589
13273	-3.36754	0.910526	36	36	-0.367839	1.17867	9.20526
13274	-2.79516	0.942105	149	149	0.910037	5.45633	51.2368
13275	-3.95791	0.694737	12	12	1.61614	3.88477	4.90526
13276	-1.44763	1	1701	1701	-0.627215	0.541158	407.732
13277	-2.10356	1	360	360	-0.111212	-1.62922	98.7684
13278	-2.53375	0.968421	77	77	0.498231	0.332882	24.3526
13279	-2.83012	0.952632	110	110	-0.509423	2.53044	27.1684
13280	-2.74412	0.952632	176	176	1.45266	5.25677	66.9895
13281	-2.30625	0.989474	325	325	-0.523081	0.681679	80.1158
13282	-2.74275	0.957895	109	109	-1.30887	0.69804	20.9526
13283	-2.74281	0.994737	263	263	0.11911	-0.623159	76.2526
13284	-2.27231	0.994737	234	234	0.541966	-0.672595	74.5526
13285	-1.6272	1	1336	1336	-0.0460274	0.429023	372.442
13286	-1.8289	1	909	909	1.44601	0.331407	344.689
13287	-2.06399	0.994737	684	684	-0.893148	0.739697	151.647
13288	-3.6535	0.731579	12	12	-1.90841	-3.06215	1.58421
13289	-1.80429	1	1013	1013	-0.568005	-0.111208	246.816
13290	-2.49736	0.984211	149	149	-0.311972	-0.0981941	38.8316
13291	-2.3167	0.989474	329	329	0.401239	1.22928	101.658
13292	-2.04073	0.989474	767	767	-1.24985	2.16023	151.642
13293	-2.0475	0.994737	615	615	1.75498	1.62154	246.079
13294	-3.25437	0.936842	35	35	-0.967538	-0.328313	7.45263
13295	-2.64423	0.994737	106	106	0.700035	-2.71051	34.9632
13296	-2.36036	0.978947	347	347	0.990002	4.58031	121.021
13297	-1.41493	1	2401	2401	0.224957	1.19665	713.068
13298	-3.58688	0.926316	15	15	-0.828377	-3.47023	3.27895
13299	-2.95435	0.963158	127	127	1.33942	2.48405	47.4158
13300	-1.19946	1	3476	3476	-0.860433	1.29564	778.832
13301	-2.63684	1	293	293	-0.194554	-2.12244	78.7316
13302	-3.56587	0.868421	14	14	-0.65313	-1.48106	3.24211
13303	-2.4708	0.984211	178	178	0.587775	0.936086	57.2842
