Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
1438	-2.32041	1.52944	2.99016	1	7678	7678	0.815424	2.57596	2584.69
1439	-2.67731	-1.01142	1.28594	1	19	19	-1.00553	-22.2795	3.93158
1440	-1.81454	1.16662	1.66613	1	10143	10143	0.599693	2.81759	3267.51
1441	-3.49649	-0.579137	1.70879	0.994737	16	16	-0.771573	-19.5162	3.57368
1442	-1.51005	1.50986	2.95876	1	5774	5774	2.06309	2.51105	2427.66
1443	-1.02729	1.41203	2.24857	1	19937	19937	4.37216	3.40282e+38	11473.1
1444	-2.51781	-0.166977	2.15604	1	161	161	0.340367	-3.40656	49.1105
1445	-2.47576	0.621852	1.1741	1	876	876	0.0344194	-0.0993037	248.947
1446	-2.60489	0.808137	1.06452	1	1141	1141	0.0433675	0.255897	324.942
1447	-2.9627	0.749268	2.55624	1	137	137	0.874556	-3.56309	46.7895
1448	-2.88517	0.327386	1.2771	1	155	155	0.0712796	-3.73544	44.4421
1449	-2.68501	0.953769	1.092	1	1300	1300	0.183606	0.462192	382.484
1450	-1.53936	-0.479329	2.24599	1	715	715	0.158915	-0.346432	209.189
1451	-3.40042	0.395897	1.94562	1	66	66	0.758164	-6.81364	22.0737
1452	-3.52592	-0.827825	1.81728	0.642105	5	5	-1.22011	-4.19299	0.847368
1453	-1.31778	-0.177395	2.90074	1	2804	2804	0.47925	1.43198	880.663
1454	-1.02265	1.00488	1.05858	1	18496	18496	2.71541	3.80056	8586.14
1455	-2.14834	0.463811	2.56796	1	1332	1332	0.725541	0.635216	440.447
1456	-2.84523	0.396854	1.73582	1	221	221	0.243133	-2.55867	65.9368
1457	-1.81342	-1.89876	1.0425	1	99	99	-2.1397	-10.0614	13.3684
1458	-2.7371	-0.860094	1.19888	0.994737	21	21	-1.01003	-17.2561	4.35263
1459	-2.16373	0.525595	2.02934	1	1535	1535	0.394769	0.722003	473.416
1460	-1.7851	-0.87585	1.63295	1	307	307	-1.00327	-2.56784	65.7053
1461	-2.50424	-1.35134	2.17526	0.994737	39	39	-1.98439	-14.7461	5.51053
1462	-1.29357	0.157346	1.14084	1	4860	4860	-0.39424	1.80489	1241.18
1463	-3.24222	-1.91724	2.59792	0.431579	3	3	-1.19135	-1.71291	0.468421
1464	-3.06229	-0.647922	1.20084	1	23	23	-0.127277	-16.9118	6.26842
1465	-3.72706	1.36565	2.28672	1	83	83	0.64319	-5.75786	27.0737
1466	-2.76008	-1.48959	2.15519	1	62	62	-0.845848	-9.80949	13.8316
1467	-2.10175	1.15281	1.80965	1	4813	4813	0.610222	2.04419	1553.93
1468	-2.19267	-0.0401938	2.0936	1	407	407	0.0680077	-1.30597	116.589
1469	-3.63648	1.05317	2.17193	1	66	66	1.2802	-6.26423	24.4632
1470	-1.50592	-1.88045	2.25688	1	123	123	-1.74089	-7.36578	20.0368
1471	-3.82313	-1.28065	2.55522	0.1	1	1	-1.16439	-0.879302	0.1
1472	-1.31998	1.88736	1.06899	1	19989	19989	5.21925	3.40282e+38	12640.1
1473	-1.32587	0.905864	1.66696	1	13373	13373	1.12852	3.20724	4782.93
1474	-2.21499	1.3061	2.90358	1	6024	6024	0.310154	2.21267	1823.48
1475	-3.42286	1.29734	1.63236	1	434	434	0.124179	-1.16435	125.968
1476	-2.18033	-1.83787	2.24831	1	338	338	0.241548	-1.5882	100.789
1477	-2.41135	0.476487	2.06993	1	439	439	0.414537	-1.02894	136.021
1478	-3.45946	-1.48568	1.11297	0.1	1	1	-1.16439	-0.879302	0.1
1479	-3.44958	1.66757	1.15966	1	1104	1104	0.309661	0.29192	334.184
1480	-2.49822	1.00428	2.36192	1	683	683	1.19566	-0.107225	247.526
1481	-1.15084	0.321948	1.57253	1	7848	7848	0.743832	2.58373	2604.18
1482	-1.87975	0.0250643	1.99404	1	916	916	-0.0090992	-0.0521339	257.632
1483	-2.50631	1.86737	1.5928	1	9506	9506	0.274888	2.67867	2854.95
1484	-2.96347	-0.00056666	1.00494	1	78	78	0.0446724	-6.77564	22.2263
1485	-1.69903	1.44286	2.62702	1	16777	16777	1.75732	3.55094	6708.78
1486	-1.93364	-0.866307	1.42083	1	104	104	-0.330531	-5.77857	26.9579
1487	-2.38126	1.01197	1.61748	1	2111	2111	0.193513	1.04218	622.484
1488	-3.21705	-0.217913	2.39072	1	43	43	-0.537957	-11.9938	10.4895
1489	-2.08953	-0.602646	1.62032	1	259	259	-1.21116	-3.24237	51.7632
1490	-1.9956	-1.50282	2.05416	1	280	280	-1.52564	-3.34887	50.0158
1491	-3.09029	0.696987	1.73334	1	230	230	-1.0508	-3.44998	48.4474
1492	-2.62044	1.09225	2.94612	1	853	853	0.713406	0.067187	281.4
1493	-1.5624	-0.692648	1.38371	1	419	419	0.324999	-1.14559	127.295
1494	-1.30334	-1.05824	1.50872	1	363	363	-0.442916	-1.78927	91.4579
1495	-3.95002	1.7477	1.79318	1	528	528	-0.0523595	-0.897214	146.963
1496	-1.57547	-0.509096	2.94163	1	1041	1041	-0.677532	-0.115977	245.968
1497	-2.83052	0.488603	2.95768	1	104	104	-0.329793	-5.77763	26.9632
1498	-2.73582	-1.08238	2.58786	1	72	72	-0.230357	-7.63665	19.1474
1499	-3.95442	-0.0533094	1.99387	0.947368	12	12	-0.048387	-4.62462	3.33684
1500	-1.26075	1.8999	1.57044	1	19996	19996	5.442	3.40282e+38	12943.6
1501	-3.83104	-0.512734	2.72878	0.357895	2	2	-0.768572	-0.723684	0.378947
1502	-2.37387	-0.709466	2.33202	1	248	248	-0.572299	-2.79872	60.2895
1503	-1.77566	0.752029	2.37858	1	2786	2786	1.37652	1.61713	1042.99
1504	-1.78633	-0.809297	2.01861	1	212	212	0.363867	-2.59652	64.9895
1505	-1.67139	1.51999	2.92584	1	16528	16528	1.84925	3.55131	6711.25
1506	-2.78942	1.99234	2.05463	1	8499	8499	0.895233	2.69716	2906.62
1507	-1.63723	1.28014	1.06899	1	13273	13273	1.64179	3.29325	5204.67
1508	-1.42357	1.72691	1.7013	1	19233	19233	3.22875	3.91234	9591.24
1509	-1.87669	0.834336	1.23777	1	5621	5621	0.211661	2.11663	1664.31
1510	-2.17273	0.692552	2.76104	1	1459	1459	0.220744	0.614285	432.905
1511	-2.80228	-1.60463	1.91695	0.757895	3	3	0.770249	-2.00108	1.08947
1512	-1.66084	1.18339	1.97576	1	12185	12185	1.52931	3.18639	4686.02
1513	-3.31235	0.707589	2.75718	1	154	154	0.37564	-3.52427	47.3474
1514	-3.92872	-0.586025	2.41134	0.505263	1	1	1.43024	1.4094	0.505263
1515	-2.21198	-1.37677	1.84632	0.989474	21	21	-0.399247	-12.2981	5.3
1516	-2.53165	1.97148	2.72185	1	13162	13162	1.5047	3.26054	5039.98
1517	-1.67604	0.361792	1.55883	1	3241	3241	-0.00552238	1.47088	912.337
1518	-3.51602	0.853835	1.57665	1	154	154	0.55631	-3.39806	49.2421
1519	-2.71533	-0.855907	2.04987	1	33	33	-1.07824	-16.1247	6.75789
1520	-1.3998	-1.30473	1.16384	1	326	326	-1.65729	-3.04075	55.3684
1521	-2.71884	1.51474	1.87131	1	3133	3133	1.40351	1.74927	1178.55
1522	-2.05765	-0.568875	2.69368	1	577	577	-0.24717	-0.830148	153.026
1523	-1.03486	0.113746	1.65935	1	6860	6860	0.907087	2.47801	2351.57
1524	-3.18894	-1.33176	1.22183	0.642105	3	3	-0.260422	-0.621209	0.763158
1525	-2.39054	-1.3102	1.50957	0.994737	19	19	0.187506	-14.5448	5.62105
1526	-2.58346	-0.743757	1.29459	0.984211	32	32	-0.277327	-6.48657	8.38421
1527	-3.89033	1.99962	2.17621	1	1077	1077	0.493034	0.311336	339.3
1528	-3.42812	-0.608451	2.49833	0.989474	17	17	-1.08236	-16.8143	3.40526
1529	-2.13878	1.57888	1.31955	1	11299	11299	1.23142	3.05487	4119.26
1530	-2.1382	0.775463	2.32747	1	2016	2016	0.525833	1.07307	639.505
1531	-3.43957	-1.57214	2.81308	0	0	0	0	0	0
1532	-2.54025	1.89706	1.56185	1	9148	9148	1.28047	2.84785	3365.25
1533	-2.86051	0.100118	1.55725	1	140	140	0.479762	-3.76636	44.0421
1534	-1.09185	0.936132	2.35578	1	17559	17559	2.03458	3.64315	7348.39
1535	-2.22746	0.163727	1.97535	1	515	515	0.467715	-0.743447	161.405
1536	-2.73948	-1.3881	1.64929	1	41	41	-1.93245	-17.4568	5.95789
1537	-1.60457	-1.10916	1.72763	1	130	130	0.663449	-3.8876	42.5316
1538	-3.31662	-1.4534	1.51112	0.910526	14	14	-1.68331	-9.19152	2.13158
1539	-3.09212	0.919027	1.3871	1	415	415	-0.299004	-1.44085	108.6
1540	-2.00064	-0.346945	1.71734	1	297	297	-0.107389	-2.04131	81.5579
1541	-1.3756	-1.8113	2.4059	1	890	890	-1.73403	-0.896975	146.984
1542	-1.32235	0.38476	1.59153	1	6117	6117	0.260509	2.21712	1831.23
1543	-2.88387	1.74827	1.51357	1	4322	4322	-0.0706179	1.76664	1197.74
1544	-3.84789	0.108342	2.8625	0.984211	11	11	0.372614	-13.951	3.42632
1545	-2.18391	-1.29287	1.58606	1	25	25	-0.00832724	-15.7184	7.03158
1546	-2.7665	1.47065	1.04232	1	3151	3151	0.609308	1.58987	1017.17
1547	-1.16327	-1.07419	1.53286	1	848	848	-1.07075	-0.589933	177.9
1548	-1.09436	-1.67321	1.59017	1	222	222	-0.565796	-3.11141	54.0579
1549	-2.99164	0.202429	1.32677	1	124	124	-0.226019	-4.86035	33.0368
1550	-3.91425	1.19023	2.73445	1	104	104	-0.0625589	-5.45487	28.8684
1551	-3.95476	-1.25187	2.86952	0.363158	3	3	-1.19135	-1.71291	0.468421
1552	-1.96518	-0.448408	1.56294	1	245	245	-0.297132	-2.6318	64.1263
1553	-2.78051	1.8484	1.80005	1	6350	6350	-0.366072	2.09709	1633.74
1554	-2.54675	-0.89211	2.15944	0.994737	24	24	0.929589	-10.8228	8.39474
1555	-1.13313	-1.39062	2.45833	1	257	257	-0.309584	-2.51524	67.0526
1556	-3.27994	-0.00717917	2.00964	1	34	34	-0.0886654	-12.9783	9.36842
1557	-3.22241	-1.72098	1.23188	0	0	0	0	0	0
1558	-1.22155	0.173407	1.64779	1	5469	5469	-0.565521	1.88189	1333.79
1559	-2.95482	-0.676278	1.02228	0.994737	16	16	0.187018	-16.3311	4.73684
1560	-3.88934	0.976745	1.73172	1	75	75	-0.11441	-7.21899	20.5474
1561	-3.16701	-1.54366	1.47877	0.647368	2	2	0.938857	0.694832	0.789474
1562	-3.32376	1.18751	2.6626	1	92	92	-0.0258685	-6.00031	25.7684
1563	-3.97762	-1.62547	2.82528	0.7	6	6	-1.01489	-4.38095	1.15263
1564	-2.1328	-0.7045	2.38237	1	91	91	-0.0660583	-6.10504	25.2368
1565	-3.64173	0.415324	2.33426	1	40	40	-0.718261	-13.1001	9.24211
1566	-2.26461	0.149128	1.08128	1	464	464	0.12667	-1.0452	134.753
1567	-3.34359	-0.85625	1.49006	0.647368	5	5	-0.454516	-4.2046	1.2
1568	-1.83274	1.13136	1.24864	1	9543	9543	0.865743	2.8104	3244.74
1569	-1.68082	0.54213	1.65476	1	3370	3370	0.886083	1.72334	1150.53
1570	-2.72428	-1.27623	2.13602	0.884211	9	9	-0.877555	-10.1354	1.88947
1571	-2.95052	0.0484417	1.51804	1	100	100	-0.294208	-5.92386	26.1684
1572	-3.00019	1.14646	1.61551	1	534	534	0.183101	-0.787069	157.111
1573	-2.61547	0.900819	2.58371	1	1231	1231	-0.11724	0.303689	337.274
1574	-3.40777	0.332072	1.30669	1	58	58	-0.154	-8.90192	15.7263
1575	-1.96638	0.415405	2.79607	1	798	798	0.0542614	-0.223396	227.847
1576	-2.17355	0.601434	1.8789	1	1504	1504	1.29287	0.90889	554.684
1577	-1.8054	-0.397878	1.72676	1	548	548	0.143854	-0.759771	159.779
1578	-2.34235	1.61828	2.62334	1	4990	4990	2.12896	2.37027	2120.15
1579	-3.86437	1.76771	2.57322	1	523	523	-0.610336	-1.1654	125.895
1580	-3.18803	-0.169517	1.13092	1	33	33	-0.37774	-13.9678	8.41053
1581	-1.50012	0.564724	2.64877	1	4031	4031	1.73643	2.07931	1606.45
1582	-2.09771	-0.104148	1.66722	1	510	510	0.134035	-0.881381	148.363
1583	-2.98164	1.70739	1.12372	1	3273	3273	0.664591	1.64357	1068.71
1584	-3.8205	0.65376	2.07631	1	44	44	0.440851	-9.84307	13.7684
1585	-2.44652	-0.731636	2.09332	1	53	53	-0.291916	-9.79557	13.8579
1586	-1.58612	1.40054	1.7921	1	17044	17044	1.87858	3.58735	6954.33
1587	-1.04058	-1.39731	1.74605	1	366	366	-0.383246	-1.73835	93.6895
1588	-1.39847	0.717523	1.68853	1	9549	9549	0.705392	2.77797	3143.95
1589	-1.88906	1.88475	2.09392	1	17946	17946	2.26396	3.70178	7786.77
1590	-3.62601	1.10404	1.38675	1	214	214	0.154521	-2.69774	62.5632
1591	-3.9617	-1.81484	1.01178	0	0	0	0	0	0
1592	-2.66811	1.84613	2.29832	1	2845	2845	1.29646	1.62417	1049.77
1593	-1.60721	0.54376	2.79526	1	4710	4710	0.922703	2.08788	1619.55
1594	-3.4935	-0.45568	1.97806	0.926316	8	8	-0.223738	-5.78216	2.10526
1595	-2.38243	1.41279	1.17427	1	5856	5856	0.669903	2.26351	1914.13
1596	-2.57895	0.230402	1.29215	1	301	301	-0.653337	-2.35187	71.5421
1597	-3.72349	-1.93772	1.10788	0.468421	2	2	-0.286989	-0.233217	0.494737
1598	-2.53484	0.306495	2.73733	1	383	383	0.373279	-1.28974	117.611
1599	-1.20866	1.64288	2.81399	1	19958	19958	4.54109	3.40282e+38	11711.6
1600	-2.25469	-1.96012	1.99489	0.994737	35	35	-1.72522	-14.6495	5.56316
1601	-1.17047	0.0793066	2.56008	1	4599	4599	0.541478	1.98074	1463.61
1602	-2.46704	1.14666	2.11514	1	3255	3255	0.54298	1.61007	1036.24
1603	-2.77977	0.125559	1.14145	1	143	143	0.485684	-3.68993	45.0421
1604	-3.31114	0.467012	1.2882	1	105	105	-0.639398	-6.15397	24.9947
1605	-1.77388	-1.61931	2.07394	1	423	423	-1.53782	-2.22667	75.3263
1606	-2.28341	0.556765	1.6003	1	1242	1242	-0.302063	0.255522	324.847
1607	-2.45085	-0.488779	1.77759	1	80	80	0.549033	-6.03722	25.5789
1608	-1.11412	0.809454	2.96324	1	13769	13769	1.05592	3.22298	4857.43
1609	-1.79343	0.22299	1.80592	1	1386	1386	0.342489	0.58496	422.595
1610	-2.42099	0.117293	2.89614	1	373	373	-0.159425	-1.58159	101.121
1611	-2.46304	1.83507	2.90284	1	11317	11317	1.24721	3.05946	4137.82
1612	-1.18817	-1.0821	2.26059	1	308	308	-0.0614075	-1.93444	85.5368
1613	-2.97656	0.116761	1.38595	1	115	115	0.133881	-4.80604	33.4684
1614	-2.75433	1.18032	2.92311	1	1935	1935	0.286344	0.966033	582.663
1615	-3.18136	-1.10284	1.21605	0.194737	3	3	-1.72331	-1.14276	0.3
1616	-2.80874	-1.88701	1.91735	0.1	1	1	-1.16439	-0.879302	0.1
1617	-3.38649	-1.55217	1.5564	0.594737	2	2	0.435384	0.350298	0.668421
1618	-3.01222	1.6585	1.22348	1	2665	2665	-0.0220908	1.24928	747.226
1619	-1.45716	-1.96889	1.75845	1	28	28	0.786988	-12.8687	9.48421
1620	-3.49263	0.0202794	2.10965	0.994737	23	23	-0.579941	-14.7558	5.50526
1621	-2.93604	-1.34198	2.70787	0.894737	7	7	0.0974692	-4.52357	2.03158
1622	-3.80329	1.81349	1.5537	1	609	609	0.890797	-0.353252	208.216
1623	-1.2044	-0.835981	1.49628	1	608	608	0.458266	-0.488108	190.153
1624	-1.11459	-1.86622	1.80116	1	90	90	-0.0612008	-6.15504	24.9895
1625	-1.06241	1.77456	2.1161	1	16957	16957	2.72738	3.7145	7885.37
1626	-1.53054	-1.49909	2.57264	1	1486	1486	-0.235444	0.50313	395.332
1627	-1.21441	-1.88613	2.12258	1	158	158	-1.9469	-6.45321	23.5947
1628	-2.55477	-1.96726	2.99207	0.978947	29	29	-2.07274	-12.8259	3.84211
1629	-2.64524	1.26809	1.2979	1	2288	2288	0.609733	1.23636	738.679
1630	-2.39861	-0.29908	2.60785	1	213	213	-0.546843	-3.22038	52.1368
1631	-1.82386	-0.661764	2.54242	1	261	261	0.0578031	-2.25023	74.5895
1632	-1.59603	1.94606	1.12259	1	19876	19876	4.19466	3.40282e+38	11201.1
1633	-1.34962	-0.596978	2.21567	1	850	850	-0.732248	-0.429818	197.689
1634	-2.1696	0.186568	1.71724	1	784	784	-0.136322	-0.31478	213.789
1635	-2.37171	-1.85235	2.83324	0.678947	5	5	-1.24297	-2.82275	0.836842
1636	-1.9811	1.40647	1.25588	1	11983	11983	1.10267	3.09037	4265.01
1637	-3.62264	1.65432	1.38119	1	652	652	0.219387	-0.462492	193.416
1638	-3.68943	-0.343737	2.83581	0.957895	13	13	-0.996272	-9.43915	2.65789
1639	-3.21005	-1.17082	1.43064	0.794737	5	5	-0.214552	-3.8283	1.31053
1640	-2.41761	-1.04129	2.13982	1	96	96	-1.33992	-7.93954	18.2263
1641	-1.02377	0.0975058	2.13025	1	7049	7049	0.671203	2.4571	2304.68
1642	-1.25395	-1.42234	1.64729	1	781	781	-1.89184	-1.2426	120.653
1643	-3.25799	-1.05852	1.68641	0.531579	2	2	0.0851426	0.083976	0.584211
1644	-3.94036	-0.440563	2.61495	0.636842	8	8	-0.994657	-1.92441	1.58947
1645	-1.89441	0.255658	2.17201	1	1176	1176	-0.292794	0.187788	308.316
1646	-3.25132	1.28646	1.6271	1	834	834	-0.00178656	-0.179831	234.979
1647	-2.55741	-1.66617	1.09002	0.952632	20	20	-2.12889	-12.1798	2.47895
1648	-3.99579	-1.14318	1.43824	0.336842	1	1	0.351953	0.720808	0.336842
1649	-2.36786	0.724998	1.65953	1	1746	1746	0.0347303	0.777995	496.221
1650	-1.56972	0.952333	1.63662	1	10440	10440	0.691491	2.86668	3427.55
1651	-2.12811	0.506716	2.03504	1	1040	1040	1.26924	0.460497	381.963
1652	-3.97943	-1.61484	2.89954	0	0	0	0	0	0
1653	-1.03049	-1.47255	1.96491	1	2978	2978	-1.04397	1.05685	630.505
1654	-3.37879	-0.577178	2.54591	0.889474	6	6	0.383502	-4.87803	1.89474
1655	-1.92088	1.5355	2.17117	1	14663	14663	1.51626	3.37239	5626.09
1656	-2.89563	0.342246	2.85805	1	161	161	0.267357	-3.45906	48.3105
1657	-1.3983	0.866095	2.00472	1	10964	10964	1.9094	3.14427	4496.35
1658	-3.51414	0.844746	2.50419	1	154	154	0.0223304	-3.79777	43.6421
1659	-1.37794	-0.183429	2.53421	1	1956	1956	-0.285931	0.819019	513.742
1660	-2.2871	1.83138	2.41581	1	12689	12689	0.963847	3.12171	4397.98
1661	-2.73812	-1.35547	1.83164	1	51	51	-1.63572	-13.8281	8.53684
1662	-3.99908	0.534231	2.23004	1	29	29	0.367402	-13.3996	8.94211
1663	-1.96455	0.452965	1.61546	1	1772	1772	-0.62524	0.591846	424.989
1664	-2.43744	0.428494	2.74374	1	599	599	0.0832382	-0.640658	172.2
1665	-3.4729	-1.7465	1.4795	0.584211	7	7	-1.84079	-4.09491	0.868421
1666	-3.80482	1.96769	1.56386	1	862	862	0.679491	0.0719238	282.4
1667	-1.981	-0.71471	2.5825	1	778	778	-0.030338	-0.288542	217.705
1668	-1.38717	-1.44241	1.15605	1	120	120	-0.082518	-4.84633	33.1474
1669	-3.09947	1.88937	1.12078	1	4140	4140	0.34491	1.82346	1262.87
1670	-1.17773	-0.712387	2.99073	1	1298	1298	-0.113864	0.372045	355.926
1671	-3.97016	-0.244059	2.8444	0.647368	3	3	-0.0443135	-0.428719	0.831579
1672	-1.93368	1.04069	2.18418	1	6745	6745	0.578749	2.39131	2163.41
1673	-1.60814	-0.216868	2.55943	1	971	971	-0.361572	-0.093096	250.068
1674	-3.76174	0.274034	1.68521	0.994737	21	21	0.343871	-13.19	6.45263
1675	-1.58614	-0.226096	2.87983	1	1191	1191	0.142931	0.340471	347.158
1676	-1.56448	-0.827538	2.36623	1	1605	1605	0.144406	0.708202	467.984
1677	-2.54304	1.47499	2.1973	1	2296	2296	0.404657	1.19118	709.616
1678	-3.11357	-1.55321	2.16722	1	28	28	0.274392	-13.9268	8.44737
1679	-2.92269	1.17587	1.57069	1	1212	1212	0.219499	0.384716	359.521
1680	-3.80049	0.853687	1.66079	1	84	84	0.409642	-5.94679	26.0474
1681	-3.33267	-0.608895	2.86206	0.752632	11	11	-1.62012	-4.07045	1.68421
1682	-1.62619	1.13963	2.23412	1	7728	7728	1.18638	2.65644	2794.07
1683	-1.29213	-1.23343	1.68421	1	263	263	0.660605	-1.92522	85.8947
1684	-3.0825	1.53468	1.85267	1	1447	1447	0.351068	0.639545	442.026
1685	-3.39691	-1.48707	1.80686	0	0	0	0	0	0
1686	-2.50373	1.51467	1.93379	1	4432	4432	0.943294	2.02783	1530.09
1687	-3.3861	-0.272241	1.29679	0.936842	12	12	-0.109829	-7.83674	3.27895
1688	-2.3096	0.230789	1.37512	1	644	644	0.0212806	-0.551049	182.447
1689	-1.3893	0.993091	1.93947	1	13333	13333	0.724601	3.12379	4406.96
1690	-1.82076	1.19779	1.11863	1	9556	9556	1.18327	2.87425	3452.94
1691	-1.44376	-0.118328	2.78409	1	2704	2704	0.435453	1.38144	841.3
1692	-2.37068	0.819773	2.78442	1	1941	1941	0.21074	0.949903	574.605
1693	-2.70501	1.41361	2.83622	1	3392	3392	0.364485	1.61314	1039.17
1694	-3.77883	1.09079	1.06977	1	142	142	0.336594	-3.82629	43.2842
1695	-1.96531	-1.26898	1.64306	1	36	36	0.30418	-11.6516	10.9263
1696	-2.85778	1.27046	2.68662	1	1611	1611	0.364937	0.771765	493.621
1697	-3.79853	1.48674	1.82758	1	225	225	0.180468	-2.54935	66.1737
1698	-1.78919	0.885575	1.61764	1	7270	7270	0.866309	2.52989	2472.2
1699	-2.88693	0.200112	2.16129	1	125	125	-0.203013	-4.80211	33.5
1700	-3.85222	0.776782	1.3395	1	57	57	-0.0498788	-8.8408	15.8684
1701	-3.34273	1.86255	1.48387	1	2025	2025	0.1139	0.973209	586.289
1702	-3.75815	-0.520222	1.05385	0.594737	2	2	0.610505	0.474554	0.710526
1703	-2.62874	0.392205	1.62525	1	541	541	0.130829	-0.78549	157.263
1704	-3.17158	-0.648315	2.08652	0.963158	11	11	-1.04216	-13.3393	2.18947
1705	-1.9149	-0.631929	2.92492	1	681	681	-0.535585	-0.685368	167.384
1706	-1.18163	-1.20794	1.52383	1	1523	1523	-1.38375	0.0961208	287.579
1707	-1.96732	1.8099	2.66358	1	7838	7838	-0.0983581	2.38847	2157.52
1708	-3.48566	0.659765	2.30261	1	111	111	-0.507383	-5.69478	27.4316
1709	-2.90065	0.893922	1.13623	1	682	682	0.108073	-0.433511	197.2
1710	-2.51292	0.0215494	2.04779	1	201	201	0.159091	-2.86713	58.8263
1711	-2.70835	-1.71292	2.54895	0.636842	6	6	-0.776862	-2.65312	1.27895
1712	-1.1335	-1.55678	1.21822	1	135	135	-0.196527	-4.48349	36.2421
1713	-2.33793	0.512686	1.43494	1	990	990	-0.588695	-0.151165	239.832
1714	-2.63453	0.0192252	2.13557	1	167	167	0.506511	-3.1805	52.8263
1715	-3.27413	0.0738137	1.02501	1	29	29	0.120618	-13.9502	8.42632
1716	-3.12949	0.0861557	2.86638	1	79	79	0.534126	-6.11667	25.1789
1717	-3.42359	-1.03659	2.00333	0.468421	2	2	-0.286989	-0.233217	0.494737
1718	-1.15303	-0.270182	2.17185	1	2707	2707	-0.188933	1.221	728.653
1719	-1.94556	-0.662846	2.44397	1	695	695	-0.0433843	-0.458985	193.868
1720	-2.13044	1.02844	1.21955	1	5143	5143	0.763251	2.14721	1713.34
1721	-3.99087	-0.746655	1.31789	0	0	0	0	0	0
1722	-1.91002	-1.48094	1.86652	1	212	212	-1.77258	-4.70908	34.2632
1723	-2.89621	1.30905	2.98806	1	1507	1507	0.147571	0.633248	439.732
1724	-1.1076	-1.63424	2.68925	1	194	194	-0.251991	-3.2662	51.3632
1725	-1.15589	-0.23925	1.46703	1	3380	3380	-0.26429	1.44694	892.7
1726	-3.9404	-0.592006	1.88849	0.536842	3	3	-0.509778	-0.864705	0.684211
1727	-3.09404	1.61653	1.59242	1	1266	1266	0.662901	0.557772	413.295
1728	-3.9679	-0.247918	2.6174	0.989474	13	13	1.00442	-13.4956	4.67895
1729	-3.88708	-1.25904	1.59228	0.1	1	1	-1.16439	-0.879302	0.1
1730	-2.52193	1.367	1.69503	1	3826	3826	-0.0579322	1.63831	1063.54
1731	-3.94851	-1.7541	2.43096	0.368421	4	4	-1.86788	-3.65405	0.4
1732	-1.975	-1.06429	1.48114	1	59	59	-0.111183	-8.71239	16.1737
1733	-1.795	1.27142	1.65395	1	11603	11603	0.272854	2.88318	3483.15
1734	-2.56015	0.687023	1.38869	1	998	998	-0.085824	0.0390041	275.542
1735	-2.47221	1.89482	1.80104	1	10701	10701	0.530069	2.85756	3397.23
1736	-1.8537	0.366032	1.04083	1	2175	2175	0.616924	1.18101	703.253
1737	-1.77665	1.73022	1.49731	1	18160	18160	2.80696	3.79533	8541.82
1738	-3.59344	0.442791	2.41494	1	33	33	0.69978	-11.6317	10.9526
1739	-3.10065	-0.337365	2.38579	1	51	51	0.340149	-8.96161	15.5895
1740	-3.57939	1.08996	1.21529	1	230	230	0.514581	-2.30731	72.8526
1741	-2.28399	-0.709975	2.22036	1	127	127	-0.904994	-5.60627	27.9474
1742	-2.25624	-1.13124	1.03445	1	82	82	-1.71391	-10.0292	13.4263
1743	-3.94283	-0.545655	1.48807	0.768421	2	2	1.85824	0.0153896	1.01053
1744	-2.2735	0.94726	1.61939	1	2717	2717	0.329963	1.3612	826.084
1745	-1.28114	-0.800723	2.96421	1	585	585	0.688969	-0.47308	192.058
1746	-1.98371	-0.127688	2.25471	1	548	548	0.045267	-0.797193	156.137
1747	-1.95695	-1.98213	2.73954	1	129	129	-2.28884	-8.7015	16.2
1748	-1.36249	1.90861	1.98408	1	19981	19981	5.06463	3.40282e+38	12427.6
1749	-2.39768	-1.85226	1.94279	0.968421	17	17	-1.95337	-15.4396	2.28947
1750	-1.47026	-0.86559	1.86285	1	1406	1406	-0.686702	0.281117	331.379
1751	-1.85529	1.79534	1.30683	1	14428	14428	0.989238	3.25757	5025.29
1752	-2.17887	-1.04243	2.34485	1	159	159	-1.38704	-5.30902	29.8053
1753	-2.48155	0.753701	1.54087	1	1338	1338	0.196643	0.501584	394.837
1754	-3.96279	-1.47803	1.15993	0.1	1	1	-1.16439	-0.879302	0.1
1755	-1.54941	0.292988	1.21971	1	3616	3616	0.701062	1.75927	1189.56
1756	-3.47191	0.934483	2.17527	1	121	121	1.17199	-3.78531	43.8
1757	-1.45256	-0.819201	1.84417	1	582	582	-0.800512	-1.0727	132.647
1758	-1.1333	-1.71879	1.46772	1	170	170	-0.769505	-4.19999	39.0211
1759	-2.89553	-0.825276	1.80333	0.989474	18	18	-1.44398	-17.7691	3.12632
1760	-3.01016	-0.0125409	2.2021	1	71	71	0.0370426	-7.31973	20.1947
1761	-2.04994	-0.81391	2.53863	1	507	507	-0.398316	-1.1179	129.289
1762	-2.57065	1.03368	2.89294	1	1711	1711	-0.151079	0.700281	464.9
1763	-2.31847	-1.29521	1.84232	0.989474	17	17	-0.0346716	-13.353	4.74737
1764	-3.78001	-0.555512	1.96208	0.615789	3	3	0.68713	-0.957988	1.06316
